sample_id,zoopTotal_sum,FF_sum,Omni_sum,Carni_sum,Cope_omni_sum,Cope_carni_sum,Cal_omni_sum,Cal_carni_sum,Cyc_omni_sum,Cyc_carni_sum,otherCopepods_omni_sum,otherCopepods_carni_sum
101VJ-35,122,0,9,113,6,106,6,106,0,0,0,0
101VJ-39,403,0,56,347,56,306,56,306,0,0,0,0
101VJ-43,17860,6,16856,998,16006,975,15856,975,150,0,850,0
101VJ-47,2436,17,421,1998,268,1975,218,1975,50,0,100,0
101VJ-7,578,35,170,373,117,350,117,350,0,0,0,0
102AT-1,50,0,0,50,0,50,0,50,0,0,0,0
102AT-13,50,0,0,50,0,50,0,50,0,0,0,0
102AT-17,52,0,0,52,0,51,0,51,0,0,0,0
102AT-21,15251,0,15200,51,15200,50,15200,50,0,0,0,0
102AT-25,306,0,206,100,206,100,206,100,0,0,0,0
102AT-29,15004,0,15003,1,15003,0,15003,0,0,0,0,0
102AT-33,16,2,6,8,6,1,6,1,0,0,0,0
102AT-37,15356,0,15050,306,15050,300,15050,300,0,0,0,0
102AT-41,160,0,100,60,100,51,100,51,0,0,0,0
102AT-45,15000,0,15000,0,15000,0,15000,0,0,0,0,0
102AT-5,200,0,200,0,200,0,200,0,0,0,0,0
102AT-9,456,0,400,56,400,50,350,50,50,0,0,0
102VJ-11,559,0,100,459,100,456,0,456,100,0,0,0
102VJ-15,559,0,101,458,100,456,100,456,0,0,0,0
102VJ-19,239,6,6,227,0,225,0,225,0,0,0,0
102VJ-23,68,17,0,51,0,51,0,51,0,0,0,0
102VJ-27,1633,160,879,594,873,560,23,510,850,50,0,0
102VJ-3,1129,160,600,369,600,335,600,335,0,0,0,0
102VJ-31,524,75,241,208,135,167,135,167,0,0,100,0
102VJ-35,189,0,102,87,100,85,0,85,100,0,0,0
102VJ-39,104,0,101,3,100,0,100,0,0,0,0,0
102VJ-43,157,0,0,157,0,156,0,156,0,0,0,0
102VJ-47,15270,0,15101,169,15100,167,15050,167,50,0,0,0
102VJ-7,1132,35,153,944,151,925,1,925,150,0,0,0
103VJ-1,1106,0,702,404,700,400,600,400,100,0,0,0
103VJ-13,148,35,1,112,0,106,0,106,0,0,0,0
103VJ-17,413,17,173,223,117,200,117,200,0,0,50,0
103VJ-21,229,17,18,194,17,153,17,153,0,0,0,0
103VJ-25,15201,35,15102,64,15101,51,15051,51,50,0,0,0
103VJ-29,13,6,2,5,2,3,2,3,0,0,0,0
103VJ-33,155,3,0,152,0,152,0,152,0,0,0,0
103VJ-37,109,6,101,2,100,0,100,0,0,0,0,0
103VJ-41,17,6,2,9,2,6,2,6,0,0,0,0
103VJ-45,252,17,217,18,117,6,117,6,0,0,50,0
103VJ-49,17511,35,17125,351,17025,317,16875,317,150,0,100,0
103VJ-5,306,0,106,200,100,200,0,200,100,0,0,0
103VJ-9,2652,6,1367,1279,1250,1275,400,1225,850,50,100,0
104AT-1,2,0,0,2,0,0,0,0,0,0,0,0
104AT-13,241953,0,16751,225202,16751,200,16751,200,0,0,0,0
104AT-17,300403,0,300,300103,300,100,300,100,0,0,0,0
104AT-21,256167,0,30300,225867,30300,850,30300,850,0,0,0,0
104AT-25,226370,2,850,225518,850,501,850,451,0,50,0,0
104AT-29,114,6,2,106,1,100,1,50,0,50,0,0
104AT-33,505,35,367,103,317,67,317,67,0,0,50,0
104AT-37,366,17,235,114,85,106,85,6,0,100,150,0
104AT-41,587,1,368,218,318,206,318,156,0,50,0,0
104AT-45,15732,1,106,15625,56,617,56,317,0,300,50,0
104AT-5,15506,0,500,15006,500,0,500,0,0,0,0,0
104AT-9,81008,0,15951,65057,15951,50,15951,50,0,0,0,0
104VJ-1,1150,0,900,250,900,250,900,100,0,150,0,0
104VJ-13,15050,0,15000,50,15000,50,15000,50,0,0,0,0
104VJ-17,817,0,700,117,700,100,700,0,0,100,0,0
104VJ-21,15123,6,15058,59,15056,52,15056,2,0,50,0,0
104VJ-25,15277,0,15223,54,15117,51,15067,51,50,0,100,0
104VJ-29,6,0,0,6,0,0,0,0,0,0,0,0
104VJ-33,3,0,1,2,0,0,0,0,0,0,0,0
104VJ-37,1,0,0,1,0,0,0,0,0,0,0,0
104VJ-41,401,0,150,251,150,250,100,250,50,0,0,0
104VJ-45,202,0,152,50,151,50,1,50,150,0,0,0
104VJ-49,380,0,1,379,0,373,0,323,0,50,0,0
104VJ-5,300,0,300,0,300,0,300,0,0,0,0,0
104VJ-9,300,0,0,300,0,300,0,300,0,0,0,0
105AT-11,1435,0,150,1285,150,1285,100,985,50,300,0,0
105AT-15,1558,2,800,756,800,756,700,756,100,0,0,0
105AT-19,15232,0,15052,180,15052,175,15052,125,0,50,0,0
105AT-23,556,0,400,156,400,156,300,156,100,0,0,0
105AT-27,35535,0,35250,285,35250,285,35150,285,100,0,0,0
105AT-3,2470,6,100,2364,100,2360,100,2060,0,300,0,0
105AT-31,35687,0,35352,335,35152,335,35102,335,50,0,150,0
105AT-35,15676,0,15368,308,15317,306,15017,306,300,0,50,0
105AT-39,65831,0,65252,579,65202,556,65052,556,150,0,50,0
105AT-43,31454,0,31052,402,31052,400,31002,400,50,0,0,0
105AT-47,69358,0,65302,4056,65302,4050,65002,4050,300,0,0,0
105AT-7,616,0,0,616,0,610,0,460,0,150,0,0
105VJ-11,110,0,107,3,106,0,106,0,0,0,0,0
105VJ-15,88,0,2,86,1,67,1,17,0,50,0,0
105VJ-19,12,0,0,12,0,6,0,6,0,0,0,0
105VJ-23,153,0,1,152,0,152,0,102,0,50,0,0
105VJ-27,35156,0,35000,156,35000,156,35000,156,0,0,0,0
105VJ-3,156,0,4,152,3,150,3,150,0,0,0,0
105VJ-31,15437,0,15112,325,15106,317,15106,317,0,0,0,0
105VJ-35,921,6,56,859,50,852,0,852,50,0,0,0
105VJ-39,15532,1,15173,358,15117,335,15067,335,50,0,50,0
105VJ-43,66443,0,65553,890,65450,867,65150,867,300,0,0,0
105VJ-47,35446,0,35106,340,35100,317,35000,317,100,0,0,0
105VJ-7,66,0,54,12,51,0,51,0,0,0,0,0
106AT-10,17628,1,16301,1326,16251,1325,15401,1225,850,100,50,0
106AT-11,36967,0,35100,1867,35100,1817,35000,1817,100,0,0,0
106AT-12,111356,0,110300,1056,110300,1056,110000,1056,300,0,0,0
106AT-13,102,0,0,102,0,102,0,102,0,0,0,0
106AT-14,1027,0,850,177,850,175,850,175,0,0,0,0
106AT-15,15950,0,15650,300,15650,300,15650,300,0,0,0,0
106AT-16,15308,0,200,15108,200,106,200,6,0,100,0,0
106AT-17,17050,0,15700,1350,15650,1350,15500,500,150,850,0,0
106AT-18,1608,0,451,1157,450,1156,450,306,0,850,0,0
106AT-19,506,0,150,356,150,356,150,56,0,300,0,0
106AT-20,408,0,156,252,156,151,156,151,0,0,0,0
106AT-21,15311,0,15050,261,15050,256,15050,106,0,150,0,0
106AT-22,16015,0,650,15365,650,357,650,307,0,50,0,0
106AT-23,927,0,602,325,601,300,601,0,0,300,0,0
106AT-24,76,0,0,76,0,0,0,0,0,0,0,0
106AT-25,373,0,0,373,0,350,0,50,0,300,0,0
106AT-26,425,0,50,375,50,300,50,0,0,300,0,0
106AT-27,927,0,1,926,1,851,1,1,0,850,0,0
106AT-28,863,0,0,863,0,856,0,6,0,850,0,0
106AT-3,15358,0,15001,357,15000,356,15000,306,0,50,0,0
106AT-7,1118,0,200,918,200,917,100,917,100,0,0,0
106AT-8,36306,0,35150,1156,35150,1156,35050,1006,100,150,0,0
106AT-9,37717,0,36450,1267,36450,1267,35600,1267,850,0,0,0
106VJ-1,52,0,0,52,0,50,0,50,0,0,0,0
106VJ-13,459,6,134,319,117,300,117,300,0,0,0,0
106VJ-17,333,6,8,319,2,300,2,300,0,0,0,0
106VJ-21,452,1,151,300,150,300,150,300,0,0,0,0
106VJ-25,526,6,356,164,350,156,350,156,0,0,0,0
106VJ-29,259,6,185,68,100,50,100,50,0,0,50,0
106VJ-33,35012,2,35002,8,35000,0,35000,0,0,0,0,0
106VJ-37,137,1,51,85,50,50,50,50,0,0,0,0
106VJ-41,6,0,0,6,0,0,0,0,0,0,0,0
106VJ-45,15966,17,15587,362,15285,50,15235,50,50,0,300,0
106VJ-49,15298,17,15156,125,15156,50,15106,0,50,50,0,0
106VJ-5,603,0,3,600,0,600,0,600,0,0,0,0
106VJ-9,963,0,56,907,50,900,50,850,0,50,0,0
107VJ-11,898,1,6,891,0,850,0,850,0,0,0,0
107VJ-15,15263,1,15006,256,15000,250,15000,100,0,150,0,0
107VJ-19,74,6,6,62,0,50,0,50,0,0,0,0
107VJ-23,87,75,6,6,0,0,0,0,0,0,0,0
107VJ-27,178,75,50,53,50,50,0,50,50,0,0,0
107VJ-3,177,0,6,171,0,154,0,104,0,50,0,0
107VJ-31,419,75,9,335,3,300,3,300,0,0,0,0
107VJ-35,375,35,23,317,17,300,17,300,0,0,0,0
107VJ-39,399,75,212,112,156,100,156,100,0,0,0,0
107VJ-43,559,17,206,336,200,156,200,156,0,0,0,0
107VJ-7,93,6,52,35,50,0,0,0,50,0,0,0
108VJ-11,0,0,0,0,0,0,0,0,0,0,0,0
108VJ-15,304,0,1,303,0,300,0,300,0,0,0,0
108VJ-19,57,6,1,50,0,0,0,0,0,0,0,0
108VJ-23,154,3,1,150,0,150,0,150,0,0,0,0
108VJ-27,35196,35,35050,111,35000,3,35000,3,0,0,0,0
108VJ-3,420,17,97,306,41,300,41,300,0,0,50,0
108VJ-31,96,75,1,20,1,0,1,0,0,0,0,0
108VJ-35,267,35,91,141,35,100,35,0,0,100,50,0
108VJ-39,15928,35,9,15884,6,867,6,867,0,0,0,0
108VJ-43,236,160,2,74,0,56,0,56,0,0,0,0
108VJ-47,417,35,35,347,0,335,0,335,0,0,0,0
108VJ-7,97,6,85,6,50,0,0,0,50,0,0,0
109VJ-1,174,6,106,62,100,50,0,50,100,0,0,0
109VJ-13,270,160,73,37,6,0,6,0,0,0,50,0
109VJ-17,564,160,360,44,175,0,175,0,0,0,150,0
109VJ-21,572,75,410,87,75,0,75,0,0,0,300,0
109VJ-25,468,310,135,23,0,0,0,0,0,0,0,0
109VJ-29,234,6,35,193,0,151,0,151,0,0,0,0
109VJ-33,24,1,6,17,0,0,0,0,0,0,0,0
109VJ-37,90,17,17,56,0,50,0,50,0,0,0,0
109VJ-41,641,17,317,307,300,300,0,300,300,0,0,0
109VJ-45,347,17,7,323,1,300,1,300,0,0,0,0
109VJ-49,204,17,6,181,0,100,0,100,0,0,0,0
109VJ-5,15502,6,15304,192,15001,150,15001,150,0,0,300,0
109VJ-9,75,6,6,63,0,50,0,50,0,0,0,0
10AT-1,57,0,57,0,6,0,6,0,0,0,50,0
10AT-13,15000,0,15000,0,15000,0,15000,0,0,0,0,0
10AT-17,15051,0,15001,50,15001,50,15001,50,0,0,0,0
10AT-21,0,0,0,0,0,0,0,0,0,0,0,0
10AT-25,15000,0,15000,0,15000,0,15000,0,0,0,0,0
10AT-29,16251,0,950,15301,950,300,900,300,50,0,0,0
10AT-33,35107,0,0,35107,0,103,0,103,0,0,0,0
10AT-37,1,0,0,1,0,0,0,0,0,0,0,0
10AT-41,6,0,0,6,0,0,0,0,0,0,0,0
10AT-5,60,1,56,3,6,0,6,0,0,0,50,0
10AT-9,2,0,0,2,0,0,0,0,0,0,0,0
10NWP-1,55,0,55,0,5,0,5,0,0,0,0,0
10NWP-10,56,0,56,0,56,0,56,0,0,0,0,0
10NWP-11,7,0,6,1,6,0,6,0,0,0,0,0
10NWP-12,166,0,162,4,162,0,162,0,0,0,0,0
10NWP-13,414,0,312,102,212,100,212,100,0,0,0,0
10NWP-2,1252,0,1152,100,1152,100,1052,100,100,0,0,0
10NWP-3,501,0,450,51,450,50,350,50,100,0,0,0
10NWP-4,204,0,203,1,203,0,103,0,100,0,0,0
10NWP-5,15000,0,15000,0,15000,0,15000,0,0,0,0,0
10NWP-6,15350,0,15350,0,15350,0,15300,0,50,0,0,0
10NWP-7,1703,0,1550,153,1500,150,1400,150,100,0,0,0
10NWP-8,1153,0,1051,102,901,100,901,100,0,0,0,0
10NWP-9,15203,0,153,15050,152,50,52,50,100,0,0,0
10SWL-1,1302,0,1250,52,900,50,900,50,0,0,0,0
10SWL-11,908,0,786,122,635,100,335,100,300,0,150,0
10SWL-13,18619,0,17462,1157,17110,1150,16260,850,850,300,300,0
10SWL-15,16162,0,15854,308,15702,250,15402,150,300,100,0,0
10SWL-17,17182,0,15787,1395,15235,1200,15185,850,50,350,150,0
10SWL-3,16519,0,16100,419,15950,400,15850,300,100,100,0,0
10SWL-5,1434,0,400,1034,350,1000,300,100,50,900,0,0
10SWL-7,2709,0,1651,1058,501,1000,201,850,300,150,0,0
10SWL-9,882,0,406,476,106,450,56,450,50,0,50,0
10VJ-1,1803,0,1800,3,1800,0,1750,0,50,0,0,0
10VJ-2,15786,0,15501,285,15500,200,15400,100,100,100,0,0
10VJ-4,15075,0,15006,69,15000,0,15000,0,0,0,0,0
10VJ-5,30012,0,30000,12,30000,0,30000,0,0,0,0,0
10VJ-6,15979,0,15556,423,15550,350,15400,350,150,0,0,0
110AT-1,102,0,102,0,102,0,102,0,0,0,0,0
110AT-13,80103,0,65100,15003,65050,0,65000,0,50,0,0,0
110AT-17,30557,0,15400,15157,15400,150,15400,50,0,100,0,0
110AT-21,300,0,0,300,0,300,0,0,0,300,0,0
110AT-25,200,0,100,100,100,100,100,100,0,0,0,0
110AT-29,58,1,53,4,53,0,53,0,0,0,0,0
110AT-33,15194,3,15187,4,15085,0,15085,0,0,0,100,0
110AT-37,146,0,137,9,35,0,35,0,0,0,50,0
110AT-41,5,0,3,2,1,0,1,0,0,0,0,0
110AT-5,200500,0,15450,185050,15350,15050,15350,15050,0,0,0,0
110AT-9,95052,0,50,95002,50,0,50,0,0,0,0,0
110VJ-11,752,0,450,302,450,300,150,300,300,0,0,0
110VJ-15,806,0,451,355,450,352,300,352,150,0,0,0
110VJ-19,15000,0,15000,0,15000,0,15000,0,0,0,0,0
110VJ-23,261,0,106,155,100,150,0,150,100,0,0,0
110VJ-27,314,0,152,162,150,150,0,150,150,0,0,0
110VJ-3,1473,0,1281,192,975,150,975,150,0,0,300,0
110VJ-31,15434,0,15309,125,15106,100,15056,100,50,0,150,0
110VJ-35,154,6,91,57,35,50,35,50,0,0,50,0
110VJ-39,11,2,0,9,0,3,0,3,0,0,0,0
110VJ-43,51,0,0,51,0,50,0,50,0,0,0,0
110VJ-47,1,0,0,1,0,0,0,0,0,0,0,0
110VJ-7,1000,0,600,400,600,400,600,400,0,0,0,0
111AT-1,0,0,0,0,0,0,0,0,0,0,0,0
111AT-17,0,0,0,0,0,0,0,0,0,0,0,0
111AT-21,0,0,0,0,0,0,0,0,0,0,0,0
111AT-25,278,75,2,201,0,200,0,100,0,100,0,0
111AT-29,337,17,3,317,2,300,2,0,0,300,0,0
111AT-33,323,35,281,7,75,0,75,0,0,0,150,0
111AT-37,559,75,477,7,160,0,160,0,0,0,300,0
111AT-41,117,6,8,103,2,100,2,50,0,50,0,0
111AT-45,8,3,3,2,0,0,0,0,0,0,0,0
111AT-5,101,0,51,50,1,50,1,0,0,50,50,0
111AT-9,1,0,0,1,0,1,0,1,0,0,0,0
111VJ-1,31712,0,30759,953,30753,951,30453,951,300,0,0,0
111VJ-13,15059,0,52,15007,52,0,2,0,50,0,0,0
111VJ-17,1013,0,752,261,602,100,602,100,0,0,100,0
111VJ-21,72,0,2,70,2,53,2,3,0,50,0,0
111VJ-25,15921,0,15003,918,15000,901,15000,901,0,0,0,0
111VJ-29,19008,0,15056,3952,15050,3951,15000,3951,50,0,0,0
111VJ-33,1323,0,167,1156,150,1150,150,1150,0,0,0,0
111VJ-37,16009,0,15053,956,15050,950,15050,950,0,0,0,0
111VJ-41,1061,0,154,907,101,900,101,850,0,50,50,0
111VJ-45,17110,0,15054,2056,15053,2050,15053,1750,0,300,0,0
111VJ-49,15615,0,15109,506,15106,500,15106,400,0,100,0,0
111VJ-5,103,0,101,2,100,1,0,1,100,0,0,0
111VJ-9,0,0,0,0,0,0,0,0,0,0,0,0
112AT-1,0,0,0,0,0,0,0,0,0,0,0,0
112AT-13,12,0,6,6,0,0,0,0,0,0,0,0
112AT-15,676,6,56,614,50,606,50,306,0,300,0,0
112AT-16,59,0,53,6,50,1,50,1,0,0,0,0
112AT-17,627,0,1,626,0,600,0,300,0,300,0,0
112AT-18,721,0,306,415,300,406,300,356,0,50,0,0
112AT-19,761,6,354,401,351,357,351,307,0,50,0,0
112AT-5,52,0,1,51,0,50,0,0,0,50,0,0
112AT-9,3,0,2,1,0,0,0,0,0,0,0,0
112VJ-11,2,0,0,2,0,0,0,0,0,0,0,0
112VJ-15,15061,0,15054,7,15053,1,15053,0,0,1,0,0
112VJ-19,350,0,350,0,350,0,300,0,50,0,0,0
112VJ-23,2179,0,2091,88,1785,52,1485,52,300,0,300,0
112VJ-27,23200,0,8200,15000,8200,0,8050,0,150,0,0,0
112VJ-3,200,0,150,50,150,50,150,50,0,0,0,0
112VJ-31,600,0,300,300,300,300,300,300,0,0,0,0
112VJ-35,200,0,50,150,50,150,0,150,50,0,0,0
112VJ-39,15551,0,15401,150,15400,150,15400,150,0,0,0,0
112VJ-43,343,0,225,118,225,100,225,100,0,0,0,0
112VJ-47,579,1,537,41,535,0,485,0,50,0,0,0
112VJ-7,15300,0,15000,300,15000,300,15000,300,0,0,0,0
113AT-1,30076,0,15003,15073,15003,50,15003,0,0,50,0,0
113AT-13,65000,0,0,65000,0,0,0,0,0,0,0,0
113AT-17,200,0,200,0,150,0,150,0,0,0,50,0
113AT-21,35050,0,35050,0,35000,0,35000,0,0,0,0,0
113AT-25,100,0,100,0,100,0,50,0,50,0,0,0
113AT-29,85450,0,70050,15400,70050,350,70050,50,0,300,0,0
113AT-33,15300,0,15300,0,15300,0,15300,0,0,0,0,0
113AT-37,52,0,52,0,52,0,2,0,50,0,0,0
113AT-41,20,1,19,0,18,0,18,0,0,0,0,0
113AT-45,6,1,5,0,5,0,5,0,0,0,0,0
113AT-49,0,0,0,0,0,0,0,0,0,0,0,0
113AT-5,51,0,0,51,0,50,0,50,0,0,0,0
113AT-9,15300,0,300,15000,300,0,300,0,0,0,0,0
113VJ-11,0,0,0,0,0,0,0,0,0,0,0,0
113VJ-15,51,0,51,0,50,0,50,0,0,0,0,0
113VJ-19,1,0,0,1,0,0,0,0,0,0,0,0
113VJ-23,202,0,184,18,167,0,167,0,0,0,0,0
113VJ-27,149,35,73,41,67,0,67,0,0,0,0,0
113VJ-3,1062,0,1006,56,1006,50,1006,0,0,50,0,0
113VJ-31,290,6,191,93,135,0,135,0,0,0,50,0
113VJ-35,248,0,170,78,17,0,17,0,0,0,100,0
113VJ-39,397,0,316,81,210,0,210,0,0,0,100,0
113VJ-43,492,0,323,169,317,150,317,0,0,150,0,0
113VJ-47,639,0,471,168,468,150,168,0,300,150,0,0
113VJ-7,60,0,54,6,52,0,52,0,0,0,0,0
114AT-11,51,0,1,50,0,50,0,0,0,50,0,0
114AT-15,0,0,0,0,0,0,0,0,0,0,0,0
114AT-19,50,0,50,0,50,0,0,0,50,0,0,0
114AT-27,150,0,0,150,0,150,0,50,0,100,0,0
114AT-3,1,0,1,0,0,0,0,0,0,0,0,0
114AT-31,15068,0,67,15001,17,0,17,0,0,0,50,0
114AT-35,19,0,17,2,17,0,17,0,0,0,0,0
114AT-39,265,2,228,35,77,0,77,0,0,0,150,0
114AT-43,5,0,3,2,3,0,3,0,0,0,0,0
114AT-7,0,0,0,0,0,0,0,0,0,0,0,0
114VJ-1,7502,0,3751,3751,1,3750,1,3750,0,0,0,0
114VJ-13,485,0,73,412,17,100,17,0,0,100,50,0
114VJ-17,671,1,260,410,125,100,125,0,0,100,100,0
114VJ-21,213,0,135,78,35,0,35,0,0,0,100,0
114VJ-25,209,0,18,191,17,150,17,0,0,150,0,0
114VJ-29,162,0,156,6,6,0,6,0,0,0,150,0
114VJ-33,58,0,2,56,2,50,2,0,0,50,0,0
114VJ-37,363,0,8,355,2,350,2,350,0,0,0,0
114VJ-41,15365,0,15209,156,15006,150,15006,150,0,0,50,0
114VJ-45,564,0,541,23,356,0,206,0,150,0,150,0
114VJ-49,1466,2,992,472,525,306,525,306,0,0,300,0
114VJ-5,1,0,0,1,0,0,0,0,0,0,0,0
114VJ-9,2213,0,1753,460,1750,300,1750,0,0,300,0,0
115VJ-11,6,0,3,3,3,0,3,0,0,0,0,0
115VJ-15,177,0,141,36,35,0,35,0,0,0,100,0
115VJ-19,583,0,452,131,135,50,85,50,50,0,300,0
115VJ-23,276,0,174,102,68,50,68,50,0,0,100,0
115VJ-27,544,0,442,102,125,50,125,50,0,0,300,0
115VJ-3,100,0,0,100,0,100,0,100,0,0,0,0
115VJ-31,302,0,0,302,0,300,0,300,0,0,0,0
115VJ-35,404,0,101,303,100,300,100,300,0,0,0,0
115VJ-39,50,0,0,50,0,50,0,50,0,0,0,0
115VJ-43,105,0,52,53,50,50,50,50,0,0,0,0
115VJ-47,15176,0,15009,167,15006,150,15006,150,0,0,0,0
115VJ-7,0,0,0,0,0,0,0,0,0,0,0,0
116AT-1,12,0,0,12,0,0,0,0,0,0,0,0
116AT-13,51,1,0,50,0,50,0,50,0,0,0,0
116AT-17,1151,0,300,851,300,850,300,850,0,0,0,0
116AT-21,401,0,101,300,100,300,0,300,100,0,0,0
116AT-25,100,0,0,100,0,100,0,100,0,0,0,0
116AT-29,1,0,1,0,0,0,0,0,0,0,0,0
116AT-33,50,0,50,0,50,0,50,0,0,0,0,0
116AT-37,6,0,6,0,6,0,6,0,0,0,0,0
116AT-41,141,0,135,6,135,0,135,0,0,0,0,0
116AT-45,6,0,6,0,6,0,6,0,0,0,0,0
116AT-5,6,0,0,6,0,0,0,0,0,0,0,0
116AT-9,50,0,0,50,0,50,0,50,0,0,0,0
116VJ-1,269,0,184,85,17,50,17,0,0,50,50,0
116VJ-13,967,1,885,81,510,0,510,0,0,0,300,0
116VJ-17,95257,0,256,95001,200,0,200,0,0,0,0,0
116VJ-21,420023,0,6,420017,0,0,0,0,0,0,0,0
116VJ-25,95543,0,385,95158,350,150,50,150,300,0,0,0
116VJ-29,50,0,41,9,6,0,6,0,0,0,0,0
116VJ-33,30415,1,15223,15191,15156,150,15156,50,0,100,0,0
116VJ-37,797,6,660,131,225,50,225,0,0,50,300,0
116VJ-41,1704,2,1235,467,260,375,210,375,50,0,850,0
116VJ-45,15187,0,152,15035,85,0,85,0,0,0,50,0
116VJ-49,650,0,300,350,300,350,200,350,100,0,0,0
116VJ-5,145,0,52,93,35,1,35,1,0,0,0,0
116VJ-9,761,0,595,166,260,0,210,0,50,0,300,0
117AT-11,302,0,1,301,1,300,1,300,0,0,0,0
117AT-15,0,0,0,0,0,0,0,0,0,0,0,0
117AT-19,1,0,1,0,0,0,0,0,0,0,0,0
117AT-23,50,0,0,50,0,50,0,50,0,0,0,0
117AT-27,0,0,0,0,0,0,0,0,0,0,0,0
117AT-31,104,0,2,102,2,100,2,50,0,50,0,0
117AT-35,220,0,70,150,68,150,68,0,0,150,0,0
117AT-39,2,0,2,0,2,0,2,0,0,0,0,0
117AT-47,0,0,0,0,0,0,0,0,0,0,0,0
117VJ-11,106,0,100,6,100,0,100,0,0,0,0,0
117VJ-15,9,0,6,3,6,0,6,0,0,0,0,0
117VJ-19,108,0,106,2,56,0,56,0,0,0,50,0
117VJ-23,396,0,379,17,377,0,227,0,150,0,0,0
117VJ-27,123,0,87,36,35,0,35,0,0,0,50,0
117VJ-3,15753,0,15750,3,15650,0,15600,0,50,0,0,0
117VJ-31,256,0,181,75,75,0,75,0,0,0,100,0
117VJ-35,15312,0,15006,306,15000,300,15000,300,0,0,0,0
117VJ-39,169,0,117,52,100,50,50,50,50,0,0,0
117VJ-43,6,0,6,0,0,0,0,0,0,0,0,0
117VJ-47,0,0,0,0,0,0,0,0,0,0,0,0
117VJ-7,253,0,253,0,251,0,151,0,100,0,0,0
118AT-1,1,0,0,1,0,0,0,0,0,0,0,0
118AT-10,0,0,0,0,0,0,0,0,0,0,0,0
118AT-11,15051,0,15051,0,15050,0,15050,0,0,0,0,0
118AT-12,15000,0,15000,0,15000,0,15000,0,0,0,0,0
118AT-13,0,0,0,0,0,0,0,0,0,0,0,0
118AT-14,1,0,0,1,0,0,0,0,0,0,0,0
118AT-15,152,0,151,1,150,0,150,0,0,0,0,0
118AT-16,0,0,0,0,0,0,0,0,0,0,0,0
118AT-17,50,0,50,0,50,0,50,0,0,0,0,0
118AT-18,3,0,3,0,3,0,3,0,0,0,0,0
118AT-19,52,0,52,0,51,0,51,0,0,0,0,0
118AT-20,15002,0,15000,2,15000,0,15000,0,0,0,0,0
118AT-21,156,0,106,50,100,50,100,50,0,0,0,0
118AT-22,45053,0,30003,15050,30002,50,30002,50,0,0,0,0
118AT-5,250,0,200,50,200,50,200,50,0,0,0,0
118AT-9,2,0,2,0,0,0,0,0,0,0,0,0
118VJ-1,50,0,50,0,50,0,50,0,0,0,0,0
118VJ-13,5,0,0,5,0,0,0,0,0,0,0,0
118VJ-17,26,0,4,22,3,2,3,2,0,0,0,0
